[16.09.13, 07:55:20] ‎Felix hat den Betreff zu “Familie” geändert.
[04.03.14, 20:23:06] Felix: 😁
[04.03.14, 20:24:19] Mama: Bhüet di gott
[04.03.14, 20:24:36] Felix: Danke! Oi au!
[05.03.14, 17:52:45] Papa: Flox häjes gjafft bisuf losann?
[05.03.14, 18:18:13] Felix: Jop!
‎[05.03.14, 18:18:29] Felix: ‎Bild weggelassen
[05.03.14, 18:20:19] Papa: Mmmh... Smüms und ix gönd in tanzkurs bis bald ly
[05.03.14, 18:31:11] Felix: Ok! Vill spass
[05.03.14, 18:37:27] Vera: Felix ischdas en kolleg vo diir.?
[05.03.14, 18:37:35] Vera: De keni vo igndwo...
[05.03.14, 18:37:45] Vera: Also hanen sicher scho paar maal gseh
‎[05.03.14, 18:42:26] Vera: ‎Bild weggelassen
[05.03.14, 18:42:42] Vera: Chli froid gha am bearbeitee
[05.03.14, 20:36:17] Felix: De isch au im rychi gsi...
[05.03.14, 21:15:00] Felix: Naft
[05.03.14, 21:17:16] Papa: Naft2 ly. Maxj morn?
[05.03.14, 21:17:34] Felix: Weiss nanig
[05.03.14, 21:18:14] Felix: Eich hani wele richtig norde, aber morn isch soo schöns wetter, da wäri schono gern chli am see
[05.03.14, 21:18:36] Felix: Vlt fahri efach ersch am mittag los
[05.03.14, 21:21:16] Papa: Gang s lavaux go durchstreife. Fahrj eift rtg oste am see na u dänn durt räbberge ( siehe velokarte). Du xaj s schiff vo montreux oder bevey us wider zrugg näh u mamal z lausanne pene.
[05.03.14, 21:22:17] Papa: Odr soo... Wiet tänkj. Gnüßes voll s wäljland
[05.03.14, 21:22:36] Felix: Das wär kuhl, muesmers na überlegge..! Machi! Ly
[05.03.14, 21:22:54] Felix: Stelle ez ab
‎[06.03.14, 20:55:52] Felix: ‎Video weggelassen
[06.03.14, 22:22:46] Papa: Juää das gat ja ändersch ap schnügi ... Jd nfd
[06.03.14, 22:23:14] Felix: Naft
[07.03.14, 20:06:33] Holzmano: No öpper uuf?
[07.03.14, 23:31:47] Papa: Jop ir zwei naxtvögl
[11.03.14, 10:40:14] Felix: Noii Adresse:

Rekr
Baumann, Felix
Ausbkp. A, MIKA Z. 2
Flab RS 90-1
Kaserne
6032 Emmen
[11.03.14, 17:08:36] Mama: Bisch iz zu de fahrer cho?
[11.03.14, 17:24:45] Felix: Jap.. Next mäntig fangt d uusbildig ah det
[11.03.14, 17:25:07] Mama: bisch zfride?
[11.03.14, 17:25:24] Felix: 👍ju
[11.03.14, 17:41:46] Mama: Heb dr sorg ubhüet di gott
[11.03.14, 18:33:10] Papa: 😚hej fahrer jued jmaht - ly
[11.03.14, 18:33:27] Felix: Jäll
[11.03.14, 18:33:30] Papa: Wänn usgang?
[11.03.14, 18:33:37] Felix: Do
[11.03.14, 18:33:46] Papa: Häjjon koleg?
[11.03.14, 18:34:05] Felix: Spaar
[11.03.14, 18:34:31] Papa: Gäll flab ij mödso kläxt
[11.03.14, 18:34:40] Felix: Nenei
[11.03.14, 18:35:04] Papa: Mus xoxe... Mäldmiap
[11.03.14, 18:35:47] Felix: 👌👍
[20.03.14, 10:54:01] Holzmano: Reached Hyderabad...safe and sound! Isch mega schön da!
[20.03.14, 11:06:02] Felix: Hammer! Ich han grad s awärtergspröch gha und mues sböchsch mal d studieunterlage mitneh
[20.03.14, 11:08:16] Felix: Aso s hammer gilt am lenz
[20.03.14, 14:47:08] Papa: Wow länz... Ich bi sooo froh für dix, gnüßes never to forget, ly jräß
[26.03.14, 13:25:14] Felix: Hei danke oi vill mal für s pack und de brief!!
Froimi mega! ☺️
Hüt morge hemmer scho die erst fahrertheorieprüefig gha und ez am nami gömmer mit de duros+ahänger um de 4waldstättersee go fahre.. 😜
Am abig na s zweite awärtergspröch.. 😒
Ly all!!
[26.03.14, 13:34:26] Holzmano: Come on ...nume muet!
Muesch eifach wüsse: Das Gfühl wos der gebed, dass du GENAU de bisch wo si wend und dasses eigetli kei Wahl git als wiiterzmache...das Gfühl gebeds jedem...als eifach wüsse was wottsch!
[26.03.14, 16:03:32] Papa: Be stromg... DU bisch am drücker und häsch NÜT zvrlüre... Iri sympatiä xönd dir komplett egal si. Du maxjes jo guet, gib gas💨
[26.03.14, 16:04:00] Papa: 💨💨💨
[26.03.14, 16:04:09] Felix: Bin uuhuere am 💨 gä...dankem chilli john wayne
[26.03.14, 16:04:23] Felix: Bin gad biifahrer im mom
[26.03.14, 16:05:06] Papa: Witer so💨👃💨
[26.03.14, 16:05:12] Felix: Haha
[26.03.14, 16:05:51] Holzmano: Das Züg hani zwei mal gässe...nachene hanis kategorisch furtgrüehrt...
[26.03.14, 16:06:00] Felix: Haha
‎[26.03.14, 16:06:04] Felix: ‎Bild weggelassen
[26.03.14, 16:06:12] Holzmano: Pass uuf fuizerlunge...!
[26.03.14, 16:06:21] Felix: Finds gar nöd so schlecht...aber die 💨💨💨??!!
[26.03.14, 16:07:00] Felix: Hahahaha
[26.03.14, 16:07:30] Holzmano: Mir hends ebe mega uufgstosse im mage...weisch so görps wo magesaft mitchunnt...wennd ufem marsch bisch sletsch wod bruchsch...
[26.03.14, 16:07:41] Felix: Javoll
[26.03.14, 16:08:00] Papa: Genau das konservierigszüx
[26.03.14, 16:08:14] Felix: De letscht marsch (nur 5km😉) bini ide komandotruppe xii und han ales müse renne
[26.03.14, 16:08:22] Felix: Im kampfkomplett
[26.03.14, 16:08:27] Felix: 😌
[26.03.14, 16:08:29] Papa: Kkkkkk
[26.03.14, 16:09:31] Holzmano: Zu grusig...wenns richtig chasch choche gaats no...! Abe fü das hett amel ziit ned glangt

Wieso muesme renne bim kommandozug??? 

Und 5km isch e verschiebig, kenn marsch 😜
[26.03.14, 16:09:43] Felix: Hahaha efach..
[26.03.14, 16:09:52] Felix: Ja es isch so en probemarsch xi
[26.03.14, 16:10:19] Holzmano: Mann sind ihr schöggeler...
[26.03.14, 16:10:23] Papa: Ok idämfall sind djue etz igloffe
[26.03.14, 16:10:25] Felix: Mir sind d meldeläufer xii
[26.03.14, 16:10:29] Felix: Javoll
[26.03.14, 16:10:36] Felix: Hei ich mues!
[26.03.14, 16:10:37] Felix: Ly
[26.03.14, 16:10:47] Papa: Ly tu
[26.03.14, 16:12:26] Holzmano: Bis bald!
Skype am wuchend uf de wach?
[26.03.14, 16:17:32] Felix: Würi gern aber han ke wlan und nurna iigschrenkz internetguethabr
[26.03.14, 16:19:11] Holzmano: Uuflade???
[26.03.14, 16:19:33] Papa: Würi gärn ... Vujo
[26.03.14, 16:20:08] Felix: was uuflade? Hanes abo
[26.03.14, 16:20:24] Felix: "Würi gern, chani nöd..."
[26.03.14, 16:21:48] Holzmano: Lahsch en kolleg en hotspot la machee...
[26.03.14, 16:22:24] Felix: Ich probier öppis z organisiere😊
[26.03.14, 16:22:49] Holzmano: Guet
[26.03.14, 16:24:32] Mama: Hei ir schnöri z furzer. Felix tänk dra: hie nid fründlichkait sondern beharrlichkait...
[26.03.14, 16:24:52] Felix: Jap! Ich denke dra
‎[28.03.14, 18:22:18] Felix: ‎Bild weggelassen
[28.03.14, 18:24:06] Papa: Das isch ganz offesixtlix NAcH em usgang, die xend irgendwie all xli agjosse us...
[28.03.14, 18:24:54] Papa: Hej flox xajetz hotspotte? Am WE?
[28.03.14, 18:26:14] Felix: Haha ja nachem uusggang
[28.03.14, 18:26:23] Felix: Nei leider klappt das nöd
‎[28.03.14, 18:26:46] Felix: ‎Bild weggelassen
‎[28.03.14, 18:26:48] Felix: ‎Bild weggelassen
[28.03.14, 18:26:48] Papa: Wie maxemrs dänn
[28.03.14, 18:26:55] Felix: Was?
[28.03.14, 18:28:24] Papa: S chätte meini. Cooli pics! Derander glixt am wisi hflg😶
[28.03.14, 18:28:34] Felix: Me chönnd nöd.. Han zlaahms netz..! 
Schriibemer efch
[28.03.14, 18:29:20] Holzmano: Guet gsesch uus!!!
[28.03.14, 18:29:44] Felix: Danke... Xeet us wie gheimis
[28.03.14, 18:29:51] Papa: Ja, de wisi au😏
[28.03.14, 18:29:51] Felix: Am chopf😜
[28.03.14, 18:29:57] Felix: Chxh
[28.03.14, 18:30:40] Papa: Öppis gg gheimis?
[28.03.14, 18:30:58] Felix: Nei jäärnöd
[28.03.14, 18:31:13] Papa: Jaja kkkk
[28.03.14, 18:32:06] Papa: Mus abhänke bis spötr
[28.03.14, 18:32:15] Felix: Bisbald
[28.03.14, 18:32:44] Holzmano: Was riemt dich uf "retard"? Französich nid englisch :)
[28.03.14, 18:33:44] Holzmano: Hender en russ flox?
[28.03.14, 18:39:24] Felix: Nei keine
[28.03.14, 18:40:28] Felix: Canard zb
[28.03.14, 19:27:49] Papa: Plus tard
[28.03.14, 19:28:18] Papa: Caffard ... Eis odr zwei fff
[28.03.14, 19:29:37] Holzmano: Messi connard isch guet!
[28.03.14, 19:29:57] Papa: Was heisst das
[28.03.14, 19:30:04] Felix: Gäll?
[28.03.14, 19:30:06] Felix: Haha
[28.03.14, 19:30:11] Holzmano: Idiot...
[28.03.14, 19:30:16] Felix: Meinsch canard
[28.03.14, 19:30:19] Felix: Ente
[28.03.14, 19:30:22] Felix: Aha
[28.03.14, 19:30:56] Papa: Was maxj länz
[28.03.14, 19:31:16] Holzmano: Luege en film...mitemene kolleg...!
[28.03.14, 19:31:56] Felix: Vill späse
[28.03.14, 19:32:03] Holzmano: Messi...
[28.03.14, 19:45:17] Felix: Ich han am 8i entli 4 h ruheziit
[28.03.14, 19:56:43] Mama: Denn pfuus guet
[28.03.14, 19:56:56] Felix: Danje
[28.03.14, 19:57:07] Felix: Ihr au!
[28.03.14, 20:20:07] Papa: Isch na öpper asprächbar?  Mini mädels lueged sonen soap-quatsch
[28.03.14, 20:20:26] Holzmano: Ich...aber ich han scheiss internet!!!
[28.03.14, 20:20:54] Papa: Liebi grüess vode groseltere a öi 2
[28.03.14, 20:20:57] Felix: Ich au! Und au scheiss inet
[28.03.14, 20:21:02] Felix: Danke
[28.03.14, 20:21:06] Holzmano: Haha penn doch...
[28.03.14, 20:21:22] Felix: Changad nanig
[28.03.14, 20:21:29] Papa: Abrs gat dox... Or?
[28.03.14, 20:21:38] Felix: Juju
[28.03.14, 20:21:57] Holzmano: Jana
[28.03.14, 20:22:02] Papa: Pene... Umdie zit?
[28.03.14, 20:22:11] Holzmano: Es isch 1
[28.03.14, 20:22:43] Felix: Nei halbi
[28.03.14, 20:22:45] Papa: Ou sori... Morn hämr zitumstelig
[28.03.14, 20:23:16] Felix: Stimmt ja! Vo wenn bis wenn?
[28.03.14, 20:24:49] Papa: Also pened guet - vom samstig ufde sundig... D uhr ei std zruggstele, dh mr güned ei std... Dis WE wird längr😟
[28.03.14, 20:25:14] Papa: 😢
[28.03.14, 20:25:33] Holzmano: Haha falsch ei stund füre!
[28.03.14, 20:27:00] Papa: Häj räxt, s müms häts gseit, dänn stimmts sixr
[28.03.14, 20:27:33] Papa: Jön fürs flox😆😘
[28.03.14, 20:28:46] Felix: Juhu.. Pfusguet
[28.03.14, 20:29:12] Papa: Ly jd nfd jrß
[28.03.14, 20:29:42] Papa: Nd am janz jräss au jdnft ly
[28.03.14, 20:31:16] Holzmano: Naft
[29.03.14, 14:40:52] Felix: Hei was triibeder so?
Es isch sooo langwilig
[29.03.14, 14:47:43] Vera: Ich bin ufm wc
[29.03.14, 14:48:02] Felix: Haha
[29.03.14, 15:03:54] Holzmano: Chueche ässe...
[29.03.14, 15:31:44] Mama: Felix was machsch denn grad?
‎[29.03.14, 15:32:23] Felix: ‎Bild weggelassen
[29.03.14, 15:32:57] Mama: Umeligge? Du gsesch ja verpennt us!
[29.03.14, 15:33:22] Felix: Hani augad e stund
[29.03.14, 15:33:40] Mama: Gnüsses
‎[29.03.14, 15:33:45] Felix: ‎Bild weggelassen
[29.03.14, 15:33:52] Felix: Zeme mit  zwe anderne
[29.03.14, 15:34:24] Mama: Das mag i dir gönne.
[29.03.14, 15:34:37] Felix: Danje
‎[29.03.14, 15:34:49] Vera: ‎Bild weggelassen
[29.03.14, 15:34:52] Vera: Ich aau
[29.03.14, 15:35:04] Felix: Aber weisch langwiilig ischs gliich
[29.03.14, 15:35:25] Felix: Hend voher wele go sexkle aber hend s kaserne areal nöd dörfe vela
[29.03.14, 15:35:47] Felix: Gang veruse chliises
‎[29.03.14, 15:35:49] Mama: ‎Bild weggelassen
[29.03.14, 15:35:56] Mama: Mir nid
[29.03.14, 15:35:58] Felix: Hahaha
[29.03.14, 15:36:00] Vera: Hahahhaha
[29.03.14, 15:39:47] Felix: Vera gang doch go beache oder soo
[29.03.14, 16:00:22] Papa: Scheissfoto, ha gad xeit "schick das nööööd"
[29.03.14, 16:08:55] Felix: Smüms isxh am schaffe..?! Bi dem wetter?
[29.03.14, 17:17:47] Felix: Hei ganz wichtig(!)
Bruche für de fahreruswiis es passfötli bis next mitwuch.. Hetts na eis vo mir?
[29.03.14, 17:23:06] Mama: Luege grad
[29.03.14, 17:23:30] Mama: Nenei i schaffe nid richti eifach huschram
[29.03.14, 17:23:36] Felix: Ah ok
[29.03.14, 17:24:06] Felix: Hei next mittwuch hanis letzte awärtergspröch.. Tüend denn chly für mich bette
[29.03.14, 17:24:18] Felix: Aber kei angst... Ich mache nöd wiiter.
[29.03.14, 17:30:13] Mama: Es het kes föteli me under de schribtischuflag, aber schüsch allerhand interessants 😀
[29.03.14, 17:33:24] Felix: Hahaha nöd ds maje
[29.03.14, 17:33:31] Felix: Was so?
[29.03.14, 17:36:07] Mama: Gäuut briefe
[29.03.14, 17:36:40] Felix: Chchch
[29.03.14, 17:56:03] Vera: Felix chasch du mir de chantal ihri email adresse geh?;€
[29.03.14, 18:00:38] Felix: bistro@george-museumsbistro.ch
[29.03.14, 18:13:16] Vera: Möaso
[29.03.14, 18:13:20] Vera: Möasi
[29.03.14, 18:13:46] Felix: Bidö
[30.03.14, 11:11:00] Felix: Müms oder paps het öpper zw halb1 und 2 ziit zum churz telefoniere? Sgaht ums studium
[30.03.14, 12:01:43] Mama: Ja mir si wider dahei
[30.03.14, 22:21:50] Holzmano: Mamma dell sofort ihres Whatsapp checke!!!
‎[30.03.14, 22:23:14] Felix: ‎Bild weggelassen
[30.03.14, 22:23:58] Holzmano: Haha de brunz hemmer au gha...
[30.03.14, 22:24:19] Felix: Haha
[30.03.14, 22:24:49] Holzmano: Ich han de Finau gfunde Flox...!!!!!! De vo Hawai wod mamma verlobt gsi ish mittem!!!!
‎[30.03.14, 22:24:53] Holzmano: ‎Bild weggelassen
[30.03.14, 22:25:08] Felix: Nei wükli?!
[30.03.14, 22:25:30] Felix: De isch no kuhl!
[30.03.14, 22:25:44] Holzmano: Ich verreeeeck!
Er isch uf facebook und es staat er hett uf de Ywam Base in Kona studiert...
[30.03.14, 22:25:59] Felix: Krasss
[30.03.14, 22:26:09] Felix: Was machder wez?
[30.03.14, 22:27:27] Felix: Finden nöd.. Nachname?
[30.03.14, 22:28:41] Holzmano: Finau Seruvakula
[31.03.14, 07:59:03] Mama: Yes my goodness
[31.03.14, 08:00:19] Mama: Werum hesch du dä gsuecht?
[31.03.14, 08:00:55] Vera: Hahahahahhahahahahahh🙈
[31.03.14, 08:01:13] Holzmano: Irgendwenn hemmer doch de mal gsuecht und iwie hets die suech aafrag gspeicheret uns denn hani us jux nomal gsuecht und denn findich de voll... :)
[31.03.14, 08:01:44] Vera: 😂
[31.03.14, 08:02:22] Mama: Naja temi passati
[31.03.14, 08:02:37] Vera: Was heisst das?
[31.03.14, 08:03:37] Holzmano: Si meint tempi passati = vergangeni zite
[31.03.14, 08:06:47] Vera: Ahhh oke
[31.03.14, 08:14:24] Mama: Mit däm bini nid verlobt gsi. Das isch nid dr surferboy. Är het mir ä hüratsatrag gmacht, wo ni scho widerci dr schwyz bi gsi u grad de papa ha kenneglert.
[31.03.14, 08:25:50] Holzmano: Ach dasch doch fasch sgliiche :)
[31.03.14, 10:00:09] Papa: ...
[31.03.14, 10:00:35] Mama: Was???
[31.03.14, 10:01:29] Papa: No comment
[31.03.14, 10:01:41] Mama: Warum?
[31.03.14, 11:04:36] Papa: Thema "muttertränen"...😊
[31.03.14, 13:12:33] Holzmano: Etz hanis gschnallt...
[31.03.14, 13:22:45] Mama: Ich nöd
[31.03.14, 13:25:38] Mama: Www.erf-medien.ch/de/Glauben-entdecken/leben-im-Alltag/Kirche--Gesellschaft/Religion-im-Umbau-Zukunftsstrategien-der-Schweizer-Kirchen
[31.03.14, 13:49:07] Holzmano: Bi mir chunnt en artikel über e sängerin????
[31.03.14, 14:03:11] Mama: Stimmt muesch halt dr buechtitel igä
[31.03.14, 15:12:35] Papa: Cool has gad gloset... Wie ij ächt d buechvernissage gloffe?
[31.03.14, 15:14:29] Mama: I bi ufem wäg
[31.03.14, 15:50:31] Papa: Vill freud!!! Das spüelt d unsicherheite furt und beflüglet...😘
[31.03.14, 16:04:21] Holzmano: HAn zschlächts Internet...
[02.04.14, 07:25:03] Felix: Es isch wie verhext!!! Lueged mal swuchenend:
‎[02.04.14, 07:25:11] Felix: ‎Bild weggelassen
[02.04.14, 07:28:43] Mama: Ach vilicht änderets ja no. Du chasches glich gnüsse. Wie gats dir?
[02.04.14, 07:44:54] Felix: Jaja.. Rugge isch scho chli besser! Aber gang glich namal ufs ka endi die wuche oder afangs next.. Efach dasi me argument han fürs gspröch..
[02.04.14, 07:44:56] Felix: Bi oi?
[02.04.14, 07:51:37] Mama: Bi ufem wäg nach Fribourg. Bi däm schöne wätter. But there is more to come, summer lies ahead of us. I wünsche dir ä guete tag. Guet tuesch strategie ufbaue!
[02.04.14, 09:03:30] Felix: Jäll..
[02.04.14, 21:21:55] Papa: Enjruessenjruess
‎[02.04.14, 21:22:22] Papa: ‎Bild weggelassen
‎[02.04.14, 21:23:23] Papa: ‎Bild weggelassen
[02.04.14, 22:11:18] Felix: Daanje
[03.04.14, 07:41:13] Mama: Cooli bilder. I nime dr tulpestruss eso grad mit i z büro
[03.04.14, 11:05:01] Vera: Papa ich chum am 12 zu diir
[03.04.14, 11:05:21] Papa: Ok😗
‎[08.04.14, 15:40:12] Felix: ‎Bild weggelassen
[08.04.14, 15:45:36] Holzmano: Geile siech... :)
[08.04.14, 15:45:58] Felix: Hahaha
[08.04.14, 15:46:42] Holzmano: Chasch ja en kommentar uf 20 min hinderllaa und dich bi de rota viire bedanke :)
[08.04.14, 15:47:12] Felix: Mir sind ois gad am überlegge was me chönnted sxhribe
[08.04.14, 15:47:29] Holzmano: Bitte eppis geils...
[08.04.14, 15:47:58] Papa: Verschüssed öie küsche!
[08.04.14, 15:48:46] Holzmano: Wieso? Ischdoch chillig ?!
[08.04.14, 15:48:38] Papa: Was lauft idäre xuxi?
[08.04.14, 15:49:21] Mama: Muesch iz morn use?
[08.04.14, 15:49:48] Papa: Der feind lauert in der küche
[08.04.14, 15:49:53] Holzmano: Tue chli simulüara...
[08.04.14, 15:50:06] Mama: Unbedingt
[08.04.14, 15:50:29] Felix: Nei hei si seged weni ke symptom me han chani 48 nachde letzte symptom use...
[08.04.14, 15:50:42] Felix: Und ich chönnt dementsprechend früehstens morn mittag
[08.04.14, 15:50:48] Holzmano: Aber uufpasse...bis spötischtens am dunnschtig...lueg dassd sicher am friitig wider de ganz tag dete bisch...
[08.04.14, 15:51:07] Felix: Länger haltis fasch nüm us
[08.04.14, 15:51:13] Holzmano: Suscht chönnts e bösi überraschig gä...
[08.04.14, 15:51:13] Felix: Morn mittag langet
[08.04.14, 15:51:13] Mama: Er gat ja am fri zum beerli
[08.04.14, 15:51:52] Holzmano: A tip top...isi gasch am mittwuch use und tuesch no chli schwächele... :)
[08.04.14, 15:51:49] Mama: Z wuchenänd isch e scho verlängeret
[08.04.14, 15:52:19] Mama: Mir si scho echli guerillas
[08.04.14, 15:52:32] Papa: Jöh ds jwaxe
[08.04.14, 15:52:50] Papa: Herslich
[08.04.14, 15:53:14] Papa: Länz paletti?
[08.04.14, 15:54:10] Papa: Mus no is atsgi - tjühüüs
[08.04.14, 15:58:03] Felix: Hahaha
[08.04.14, 15:58:09] Felix: Ja ds maxi
[08.04.14, 16:04:36] Holzmano: Bi mir alles isi...
[09.04.14, 18:44:50] Felix: Yesss ez dörfi denn go tusche und denn ga. Entli
[09.04.14, 19:27:11] Papa: Bravo... Etz häj wider xraft💪👍👌. Ap it tuschi🛁
‎[10.04.14, 07:07:15] Vera: ‎Bild weggelassen
‎[10.04.14, 08:34:33] Felix: ‎Bild weggelassen
[10.04.14, 09:02:50] Papa: Flox, gangsi go mälxe... Bis morn🍍
‎[10.04.14, 17:38:24] Papa: ‎Video weggelassen
[10.04.14, 17:39:18] Papa: Hei flox hüt hani gmeint du chämij öisgo psueche... Gäll so xet din xare us odr?
[10.04.14, 17:43:25] Papa: Vera und eva, jetz weissi werum s fraue hassed wämerine hinedripfifft: das bild hani ime jaufeister entdeckt
‎[10.04.14, 17:43:34] Papa: ‎Bild weggelassen
[10.04.14, 17:43:58] Papa: Horror pur
[10.04.14, 17:44:36] Felix: Ööh das bin ich gsi
[10.04.14, 17:44:39] Felix: Jäär nöd
[10.04.14, 17:45:00] Papa: Aber fasch...
[10.04.14, 17:49:42] Holzmano: Das bild isch hammer...ned weg de frau sonder wie die type aagleit sind... :)
[10.04.14, 17:50:06] Felix: Voll!
[10.04.14, 18:37:41] Mama: Ha verpennt u bi sm flughafe. Chunnsch mi am hb cho abhole, wenn i wider zrûgg bi?
[14.04.14, 19:07:50] Felix: Ez hends für mich unterschribe
[14.04.14, 19:08:06] Felix: De fax vom berrli het de dr nöd übechoo
[14.04.14, 19:08:24] Felix: Sisch wichtig das öpper am dr beerli meldet, dasers namal söll faxe!!
[14.04.14, 20:02:21] Mama: Ja das machemer. Du machsch uf alli fäll nid witer. Wie hesch reagiert?
[14.04.14, 20:03:10] Mama: Hesch di richti tel nr gha? Frag nomal nache wohäre das mues?
[14.04.14, 20:06:02] Mama: ????
[14.04.14, 20:17:07] Holzmano: Ganz ruhig...das chunnt scho guet! Etz bliibsch Arsch kuul und seisch wiiterhin ganz genau was du machsch und was ebe nöd...ruig und bestimmt!
[14.04.14, 20:40:25] Felix: Ja... Glaub au dass guet chunnt.. Hend nachtüebig müms, drum chani drs nöd säge..
[14.04.14, 20:40:53] Holzmano: Haha was mündrmache??0
[14.04.14, 20:41:01] Felix: Biwakiere
[14.04.14, 20:41:09] Felix: Es isch sooo chillig
‎[14.04.14, 20:41:39] Felix: ‎Bild weggelassen
[14.04.14, 20:41:50] Holzmano: Wow so informativ...
[14.04.14, 20:42:12] Felix: Mir sind de fahrerzug, dh:
[14.04.14, 20:42:17] Holzmano: Das heisst bi oi Nachtüebig!??????
[14.04.14, 20:42:28] Felix: Biwak scho ufgstellt
[14.04.14, 20:42:31] Mama: Dr papa schribt hüt no am beerli u lütet morn au am gehrig a. Ly
[14.04.14, 20:42:45] Felix: Mir sind cho und hend gad chöne zbacht choche
[14.04.14, 20:43:31] Felix: Dörfed am 10bk go ligge, wärend di andre di ganz nacht üebige hend
[14.04.14, 20:43:48] Felix: Super, danke!
[14.04.14, 20:43:49] Holzmano: Wer hett gseit Fahrer isch chillig?
[14.04.14, 20:44:05] Felix: Du☺️
[15.04.14, 00:14:45] Papa: Han gad am beerli gmailt, ich hoffe du häschem di richtig fax-nr aagää!!!! Hano de fax vom oberst iGst beat meister usegsuecht, oierem. Schuelkommandant, det sölers auno aneschicke. Los, bim leo gehrig am dunstig muesch luege, dass er dires entsprächends zügnis mitgit (diräkt it hand!) , ich hanem gad d situation via mail erxlärt. Xunt ales guet, mr lönd ali bezieige spile kkkkk - pfus guet😑
[15.04.14, 07:37:45] Vera: Was söli ez de gabi stössel schribe weg paris
[15.04.14, 07:38:07] Holzmano: Waaaaas?
[15.04.14, 07:49:31] Papa: Vera, mirbesprächeds no...
[15.04.14, 20:41:13] Papa: Binöppe am 10i dehei
[16.04.14, 06:11:37] Holzmano: Bin gad in Kalkutta...und flüge i 20 min wiiter!
[16.04.14, 06:28:44] Felix: Machs guet!!
[16.04.14, 08:04:31] Holzmano: Bin aacho :)
[16.04.14, 08:05:10] Mama: Super, bi froh. Wirsch abgholt?
[16.04.14, 08:14:45] Holzmano: Theoretisch :)
[16.04.14, 08:15:19] Mama: D h du wartisch bis auf weiteres?
[16.04.14, 08:15:58] Holzmano: Bin scho usepickt und befröget worde was ich da machi und weso ich chum und so... :)
[16.04.14, 08:21:58] Mama: O no. Isch guet gange?
[16.04.14, 08:22:08] Holzmano: Chan ned aabneh bin im auto...scho abholt...!
[16.04.14, 08:22:28] Mama: Super!!! Also hebs guet.
‎[16.04.14, 09:22:34] Mama: ‎Bild weggelassen
[16.04.14, 09:22:43] Mama: Wi herzlich
[16.04.14, 09:38:33] Felix: Öööö ds herslische..
[16.04.14, 09:38:37] Papa: Sooo geil!!!!!!!! Ich benide dich voooll!
[16.04.14, 12:04:20] Papa: Lug woni s kafi gno ha (und xli gjäffelet)
